,GLSZM_GrayLevelNonUniformity,GLSZM_GrayLevelNonUniformityNormalized,GLSZM_GrayLevelVariance,GLSZM_HighGrayLevelZoneEmphasis,GLSZM_LargeAreaEmphasis,GLSZM_LargeAreaHighGrayLevelEmphasis,GLSZM_LargeAreaLowGrayLevelEmphasis,GLSZM_LowGrayLevelZoneEmphasis,GLSZM_SizeZoneNonUniformity,GLSZM_SizeZoneNonUniformityNormalized,GLSZM_SmallAreaEmphasis,GLSZM_SmallAreaHighGrayLevelEmphasis,GLSZM_SmallAreaLowGrayLevelEmphasis,GLSZM_ZoneEntropy,GLSZM_ZonePercentage,GLSZM_ZoneVariance
27d4dc70d6f73554e4ead70f01867167_R_CC.nii.gz,7.315091210613598,0.012131162870005967,762.1866345442496,7854.731343283582,2.1923714759535655,21930.187396351575,0.0020985387967627014,0.001959992627862189,412.8341625207297,0.684633768691094,0.8536971402552589,6399.404739620691,0.001938132096387651,7.1342892561945135,0.78515625,0.5702334100641073
27de4919323355abc9dc92603fdb5df2_L_CC.nii.gz,1.6363636363636365,0.024793388429752067,1092.9586776859505,5016.272727272727,1.3181818181818181,6163.227272727273,0.06302406604250639,0.017411166571330346,53.484848484848484,0.810376492194674,0.9204545454545454,4729.534090909091,0.006007941703536339,5.494929535926764,0.9041095890410958,0.09481175390266298
46ab23ec866810a4212c33db471153a2_R_CC.nii.gz,10.461091753774681,0.01214993235049324,627.0248219057602,5045.02787456446,1.664343786295006,8820.32055749129,0.0019975334656254966,0.0017759031098137663,643.3577235772358,0.747221514026987,0.8876832494515422,4404.18383372048,0.0017371178007606933,7.094323243183963,0.8432908912830558,0.25814997821456565
55d4e23fef777c307e27b9661c0da578_L_CC.nii.gz,22.262757871878392,0.0120861877697494,602.9756121786143,4996.966883821932,2.1297502714440824,10511.885993485343,0.001515417889465642,0.0010012748244097632,1215.7187839305104,0.6599993398102662,0.8398731329755934,4197.070890472005,0.0009322096416692696,7.332769587889243,0.7782002534854245,0.47848341450130333
65b8c8d3af382a51b3c8465be1f6f06e_L_CC.nii.gz,9.42896174863388,0.012881095285018962,691.5348528621339,6613.5942622950815,1.7827868852459017,12150.954918032787,0.0021806509181786175,0.0018420770489693788,514.7295081967213,0.7031823882468871,0.8646072404371585,5632.948084016393,0.0017847341376508504,7.131523975129522,0.8197088465845465,0.29452021559317987
100d1197bd368737356f1da7fc270ae4_R_CC.nii.gz,2.189189189189189,0.019722425127830533,1005.3865757649542,8708.216216216217,12.81981981981982,200511.3963963964,0.03716122005044441,0.009407598341138907,88.92792792792793,0.8011525038552065,0.912103123531695,7574.738656820085,0.0026448241583224975,5.986769555613645,0.6809815950920245,10.663420176933691
443af8de1a0d47fe93e88ee1e4dfac8e_R_CC.nii.gz,6.454545454545454,0.012484614032002813,778.3774640931725,7985.303675048356,1.9497098646034816,17777.678916827852,0.0028982777114703855,0.0027714091049510312,363.79303675048357,0.7036615797881693,0.8646765527616591,6677.189649151085,0.0027494582510799873,7.074659604159341,0.8103448275862069,0.4268488415161118
540ab71b28752c3e279be9bad638df79_L_CC.nii.gz,7.542087542087542,0.012697117074221451,837.2811504495007,8813.515151515152,1.9747474747474747,21377.05892255892,0.0021416968758440074,0.00200019370101716,432.3333333333333,0.7278338945005611,0.8767746913580247,7429.133953890759,0.001974759174001728,7.0170678204888555,0.810368349249659,0.4519748551735083
543d36c1e4f0957fddd46c3078f21c93_R_CC.nii.gz,9.741130091984232,0.012800433760820278,568.2977788752263,6375.699080157688,2.293035479632063,14326.32194480946,0.0019337678892723759,0.0016556908252618582,520.9500657030223,0.6845598760880715,0.8523773320103337,5412.523253148828,0.0016236685542567815,7.162451252328196,0.7694641051567239,0.6040602913726146
775b952222e22629c94c0fa606118ab6_L_CC.nii.gz,60.19275053304904,0.012834275166961416,691.6969479134937,7146.671641791045,2.929637526652452,22093.79104477612,0.008024325646518518,0.002064765628137889,2718.4737739872066,0.5796319347520696,0.7900634232667244,5593.440986092578,0.001710711669279409,7.658181585456082,0.7020958083832335,0.9009869931487855
833dc428ac55ef017ea9d238cc9a841b_L_CC.nii.gz,15.37568306010929,0.010502515751440771,895.9670488817223,6416.53825136612,2.077185792349727,15552.578551912567,0.0018812275075481342,0.0012654433796119313,1012.1912568306011,0.6913874705127057,0.857506285585728,5381.679610633472,0.00113971512508219,7.430410915830527,0.7926367081754196,0.4855208986532891
866f5f71f7cecc04d6353c3758c292e3_L_CC.nii.gz,7.566225165562914,0.012526862856892241,716.1367812815228,7153.807947019867,1.8559602649006623,15009.122516556292,0.0021889290376741546,0.0019922368924804416,439.7384105960265,0.7280437261523618,0.8774981604120677,6147.557781916851,0.001958547560641329,7.0512060904214655,0.8217687074829932,0.3751452787158458
917a4de3b1f921f1c9fa98b7a61d749d_L_CC.nii.gz,31.371383893666927,0.012264028105421003,721.5850379101637,4176.7083659108675,1.8279906176700547,8146.365910867866,0.001968472691914015,0.0014225431458643233,1798.1884284597343,0.7029665474823042,0.8644710734790495,3615.348974897701,0.001325910958375965,7.3117249050513395,0.8172523961661342,0.33076380895209256
937f8b7c688c373cff168ea6529a4731_R_CC.nii.gz,15.216704288939052,0.01717460980692895,577.7953887663123,6810.773137697517,1.7663656884875847,12885.890519187358,0.001697864491239707,0.0014610858465481653,620.7291196388262,0.7005972004952892,0.863253072485578,5750.6240860923,0.001422060076930233,6.756963742653434,0.8211306765523633,0.28324857706281303
1289de4c6d2a9439311af675dd610158_L_CC.nii.gz,42.432022738038846,0.010050218554722606,886.9127969574006,5440.477261961156,3.8067266698247275,40386.83538607295,0.002004277354772867,0.0011200623733885662,2773.4400757934627,0.6569019601595127,0.8379770756597287,4448.993586974501,0.0009745328808865354,7.654156805242137,0.7631959508315257,2.089894332118355
1661e2bdcd39e86c666fec4bdf182791_L_CC.nii.gz,3.970149253731343,0.014813989752728893,796.7047644241479,8845.070895522387,1.5597014925373134,15167.940298507463,0.004284997462343823,0.004217322251458331,207.49253731343285,0.7742258854978837,0.9018128109452737,7792.622786069652,0.004203750411817425,6.594637489509412,0.864516129032258,0.2217086210737358
1734a10c08f2565315493df00a2fd134_L_CC.nii.gz,5.298507462686567,0.013180366822603401,771.6021880646518,7096.995024875622,1.6318407960199004,12992.365671641792,0.003599071157484456,0.003481780598456928,316.64179104477614,0.7876661468775525,0.9072913211719181,6277.588427307905,0.003461094836090403,6.804290998306029,0.8589743589743589,0.27652780871760596
1860e56f068c2e2ccb2017de6e6f8eb8_L_CC.nii.gz,12.122047244094489,0.011931148862297725,698.4175233662967,6411.902559055118,1.704724409448819,11453.529527559054,0.0019972496448539523,0.0017989612273209734,746.7322834645669,0.7349727199454399,0.8815463692038495,5603.133232447507,0.0017621544882681064,7.1863746787724585,0.8369028006589786,0.2769816789633579
5214f4386efcea56014510f1068da2a0_R_CC.nii.gz,4.904225352112676,0.013814719301725849,639.2354691529458,4668.802816901409,1.323943661971831,6424.912676056338,0.003937765109576852,0.003734351444465986,297.92957746478874,0.8392382463796866,0.9331964006259781,4330.471752738654,0.0036855466218471064,6.673066429942268,0.9102564102564102,0.11704026978774054
7923de65390f4cfe6fb047515f9474f0_R_CC.nii.gz,3.8072289156626504,0.022935113949775005,653.3335752649151,5449.313253012048,1.608433734939759,9431.427710843374,0.008162128932598135,0.008030280941698003,119.67469879518072,0.7209319204528959,0.8746653279785811,4638.1086010709505,0.008004087886018427,6.045030850389953,0.8426395939086294,0.20006532152707215
18249f2f393ec3a4e59d4f3e9e7c6d1d_R_CC.nii.gz,32.82193064667292,0.015380473592630232,479.6527379711179,3519.929709465792,3.347235238987816,10376.670103092783,0.011965236611995726,0.0027947116526816818,1255.713214620431,0.5884316844519358,0.795388764985312,2923.689041391621,0.0015905513343407059,7.387310972519709,0.6841936518114781,1.2110351966509998
20457a9245229489ee5c67af773d4240_L_CC.nii.gz,23.282036933407948,0.013028560119422467,562.6005669874041,7542.282036933408,2.046446558477896,16612.34918858422,0.0010354137068189838,0.0008335304511166641,1263.9602686066032,0.707308488308116,0.8661326473686741,6449.2707264836345,0.0008075326453341737,7.162572757457887,0.8009861048857014,0.4877914202837192
26571f2d2c8cc89e30059d05b4cabb1a_L_CC.nii.gz,26.022457067371203,0.01718788445665205,514.7014517955707,10087.268824306473,3.8157199471598413,48656.28005284016,0.0012065052319396579,0.0009775884946525357,943.3381770145311,0.6230767351483032,0.8172554517845965,8055.96452717811,0.0009587730562192092,7.063056979484328,0.7091334894613583,1.8271356376156316
28605b2b2337d1a4aae65900df2a36ae_R_CC.nii.gz,108.31471247199403,0.016178448464823605,374.85484712377183,2967.801643017177,6.303808812546676,20119.882598954442,0.005496121976949047,0.0014432516653593872,3022.4395817774457,0.45144728629984254,0.6978615667965645,2125.202932876597,0.0010447561865491383,7.820208576099279,0.552210491586935,3.0244367487468766
31937d26eec6ebdceb4c4d676fd06018_R_CC.nii.gz,40.00060679611651,0.012136106430860591,677.4238793970626,6922.211468446602,2.808859223300971,24308.172633495145,0.0033622090723205403,0.0006322543842633045,2067.104368932039,0.6271554517390895,0.8200073867165416,5504.740138335404,0.0003230996168190191,7.532365253285687,0.7367009387572642,0.9663165561080216
66235fe8968ef266cf15b08cfaa4a40e_L_CC.nii.gz,2.230769230769231,0.017159763313609466,802.094023668639,7436.823076923077,1.3846153846153846,11051.007692307692,0.008027945779520986,0.007968471713313295,103.24615384615385,0.7942011834319527,0.9123931623931624,6642.413675213675,0.00795427255290101,6.176111901733468,0.8904109589041096,0.12331360946745562
68107a7fd1e370b88e161f37cff1c2d7_R_CC.nii.gz,28.37690631808279,0.012364665062345442,598.7457853342256,6645.756427015251,2.4932461873638343,18063.040522875817,0.0011726521069285248,0.0007848386894967222,1454.3882352941177,0.6337203639625785,0.8239409124174105,5369.079579259338,0.0007370623839233364,7.455801467763958,0.7436811406351264,0.6851294611284359
81885e37a9a42bd351516b83bc3f6d66_L_CC.nii.gz,33.93092576669533,0.009725114865776822,1000.6093507162213,7048.936944683291,20.88707366007452,309382.3112639725,0.00458846405656587,0.0009571250663113036,1959.0275150472914,0.5614868200192867,0.7779658033808313,5426.900008563652,0.0007790649832071292,7.930024390093511,0.636098450319052,18.415626526672987
91489fc5a74d1452737d06d7113837f4_L_CC.nii.gz,6.784905660377358,0.012801708793164827,766.8665183339267,7551.3415094339625,1.5056603773584907,12309.830188679245,0.0022914713662068654,0.002207266357905607,409.2,0.7720754716981132,0.9009696016771489,6664.789177148848,0.0021888005561644694,6.897659979818469,0.8688524590163934,0.18098967604129584
91489fc5a74d1452737d06d7113837f4_R_CC.nii.gz,2.675675675675676,0.014463111760409058,875.1758655953251,6767.605405405406,1.4162162162162162,10415.632432432432,0.00641599263241483,0.006320639461515242,150.25405405405405,0.8121840759678598,0.91996996996997,6061.784834834835,0.006299865688592143,6.525013538869115,0.8894230769230769,0.15211102994886777
658602d790b802fb079fe5d2eba494dd_R_CC.nii.gz,7.760714285714286,0.013858418367346938,957.3698182397959,5227.758928571428,1.5553571428571429,9329.2,0.003077977321802365,0.0028794942851679732,434.275,0.7754910714285714,0.9020213293650794,4553.7523313492065,0.0028383366290820103,6.741184273756842,0.8628659476117103,0.2122417091836735
792610d6c4044d3a4e2cfdbc5b494768_R_CC.nii.gz,5.578616352201258,0.011695212478409345,870.5905620821962,4507.666666666667,1.3312368972746331,6282.052410901468,0.004903490595185583,0.00397069246534235,399.60377358490564,0.8377437601360705,0.9324044956906592,4138.24046412765,0.0037470771451643243,6.899500382723432,0.9085714285714286,0.11985285392191763
944072b1af80b5038a0434d689012b12_R_CC.nii.gz,19.73490813648294,0.012949414787718464,563.400720579219,6611.422572178478,2.0656167979002626,15021.277559055117,0.0020453086726009936,0.0018643306716824776,1070.471128608924,0.7024088770399763,0.8637267151501895,5550.1092653197,0.0018371412634529045,7.19069496596098,0.8012618296529969,0.5080341827350321
4141898a609bbcdf7fa4e9b49188514e_R_CC.nii.gz,12.71531100478469,0.01520970215883336,647.7821650145373,8382.942583732058,1.8636363636363635,17376.544258373207,0.0015770262569972488,0.00142392716523734,606.0191387559809,0.7249032760239006,0.8760170786815524,7252.2757157097285,0.0013957183228290066,6.832090530487372,0.8228346456692913,0.38665552528559327
5683854eafabc34f6d854000d2ac6c2d_L_CC.nii.gz,13.824091778202677,0.01321614892753602,600.3843395033068,5526.38432122371,2.0583173996175907,12615.739961759082,0.00463058425269833,0.0015000608280406951,721.604206500956,0.6898701782991932,0.8564802421924793,4637.339703632887,0.0007435459728870345,7.15276070346583,0.7918243754731265,0.46338505240760575
64072568aca98d15b344eddde9ddf8be_L_CC.nii.gz,3.4827586206896552,0.013343902761263047,881.57140969745,7272.379310344828,1.8237547892720307,16812.808429118773,0.01720431721649161,0.005603153955994638,206.38697318007664,0.7907546865137035,0.9085251702852277,6512.094244625373,0.0027120221974477506,6.681221518243826,0.8474025974025974,0.4311739404882488
94522717c9827bb41fe0814a514ae68b_R_CC.nii.gz,6.679748822605966,0.010486261887921454,834.4016028824283,5240.485086342229,1.5604395604395604,8424.582417582418,0.0033007621737135557,0.0030391657244983215,490.3532182103611,0.7697852719157945,0.8993001046572474,4683.724555206698,0.002994517887304073,7.174588783443691,0.8608108108108108,0.21090324790706041
30531093985dd9b3d909c3866c46e443_L_CC.nii.gz,33.04651162790697,0.01325040562466198,512.7222249195985,7654.734161988773,2.643945469125902,23235.268644747393,0.0009207554654561071,0.0006960719481657315,1553.8805132317561,0.6230475193391164,0.8174692249557163,6085.21866414416,0.0006677410029687634,7.3788138911565815,0.7335294117647059,0.7854353254547081
93514476602890f55d1758d1f3e1a9b5_L_CC.nii.gz,13.88673765730881,0.013443114866707464,545.0767967807747,6333.296224588577,1.7841239109390126,12578.217812197483,0.001456209694562255,0.0012967004292914989,763.2207163601162,0.7388390284221841,0.8831564617618586,5526.330168670001,0.0012688557057904987,7.0383228781923926,0.831053901850362,0.33621375536623466
93514476602890f55d1758d1f3e1a9b5_R_CC.nii.gz,145.35380153826756,0.01832729813872999,307.6144210719485,5768.211322657925,2.7445467154205017,17201.014878325557,0.001248156651898274,0.000509412090977375,5053.702307401337,0.6372087135797928,0.8259607009215849,4760.142991431433,0.0003745837348255915,7.117127610696702,0.7396251049146694,0.916544523205371
a4e90efc3a2dc8260b51e7f0121ccde3_R_CC.nii.gz,8.814536340852131,0.011045784888285878,755.1998793977425,5503.756892230576,1.6779448621553885,9757.328320802006,0.001986656820460513,0.0017846756205666255,585.1604010025063,0.7332837105294565,0.8808131439710387,4803.703895154553,0.001743574942804676,7.1797070222828445,0.8391167192429022,0.25772608212259973
a9e5db3e9452823f5753c401087c9544_L_CC.nii.gz,14.862397820163487,0.010124249196296654,991.6692027559785,7117.183923705722,17.434604904632153,266240.8698910082,0.0029070982259376587,0.0013283173996795333,950.674386920981,0.6475983562132023,0.832241453137794,5751.5137259206,0.0012053657727043512,7.578141015541684,0.7057692307692308,15.42701705410241
a4046f021f9de4265a5c01ae953b9f09_L_CC.nii.gz,12.63432073544433,0.012905332722619338,561.7054967389751,5610.976506639428,1.749744637385087,9977.612870275792,0.001900030226474072,0.001540642096772502,683.9254341164453,0.6985959490464202,0.8621929973896266,4808.569270514131,0.0014612772369002065,7.1516254920868105,0.8219983207388749,0.26975682384205185
aa8149ec929a0194c2b8871de84e8dc8_L_CC.nii.gz,5.477958236658933,0.012709879899440679,759.69988318323,7469.2482598607885,1.7842227378190256,14819.510440835267,0.0030374843086125526,0.0028941046413131625,325.3526682134571,0.7548785805416638,0.8907218355246197,6421.381506831657,0.0028748061064162484,6.911499560343901,0.8336557059961315,0.3453362115837016
