,GLCM_Autocorrelation,GLCM_ClusterProminence,GLCM_ClusterShade,GLCM_ClusterTendency,GLCM_Contrast,GLCM_Correlation,GLCM_DifferenceAverage,GLCM_DifferenceEntropy,GLCM_DifferenceVariance,GLCM_Id,GLCM_Idm,GLCM_Idmn,GLCM_Idn,GLCM_Imc1,GLCM_Imc2,GLCM_InverseVariance,GLCM_JointAverage,GLCM_JointEnergy,GLCM_JointEntropy,GLCM_MCC,GLCM_MaximumProbability,GLCM_SumAverage,GLCM_SumEntropy,GLCM_SumSquares
2b48f13688211af161ca5880d9fcaec3_R_CC.nii.gz,5825.142081626771,29092773.38191614,-2894.6679744445923,3826.9633941973543,57.38213220211707,0.9703645276275483,5.591972029808435,3.933579221436693,24.426148642228828,0.28188897497589527,0.19312771980376026,0.9965515583129324,0.9594699181759152,-0.40692059857163443,0.9977248536990646,0.1837261434643102,69.87590952603978,0.0007524171458553758,10.759914403976174,0.9720598111380433,0.004233406725827516,139.75181905207938,7.754021559149467,971.0863815998695
2c90542f6f10926cde501ebd8de7c3c3_R_CC.nii.gz,8124.129885789016,30142186.45280292,-163148.33647568387,3150.732097543355,278.02597364997126,0.8365716277836504,12.515015619083679,4.738833800437033,107.97189708613378,0.16783297268996417,0.09205870802828062,0.9839816760457499,0.9161173307856367,-0.6713593455778322,0.9998458286244254,0.09593731140187976,86.05677774409816,0.0040932980314562556,8.000111483422426,0.9727702177017641,0.01224401218107261,172.1135554881962,6.473290549130255,857.189517798331
2cae5c9d4a922766fd01dd69a004ea5c_L_CC.nii.gz,6460.570564965085,9331903.02596722,-49898.27839319968,1713.7288778199368,123.78314436831427,0.8649291736211033,8.308345528969614,4.468871988046332,52.52465898777381,0.21400038501331572,0.12840980304380994,0.9926915654418589,0.9416092827668275,-0.3397387211223203,0.99254456216297,0.12572807974294165,77.86554107999604,0.0009655226969186247,10.38389844977092,0.877398638338634,0.0059076939473463935,155.73108215999218,7.1869402130097235,459.3780055470633
2df4404b9c286ec49851d4261faec924_R_CC.nii.gz,5497.351294153923,21638283.77349784,47719.784964052735,3080.2752666240094,341.53175512259645,0.7992944721809176,15.144301522062495,4.882463618529373,97.70335153650686,0.12756677984265824,0.05965634490533264,0.9802462758697601,0.8988699709165093,-0.676752264457581,0.999852007915123,0.0529446167220914,69.36332625321256,0.004176716616489748,7.946396784084028,0.9489511138742569,0.00846266660420067,138.72665250642504,6.505799693528785,855.4517554366514
2e1f57baf6e3e742404c401b0999cadb_R_CC.nii.gz,5547.585572634271,23459112.46117821,-49807.61120497907,3278.547839695387,54.35523769742947,0.9672097519787713,5.679026132312448,3.8792012098941844,19.92841552174516,0.2650400830431053,0.173311706671617,0.9967202955987612,0.9586574566662682,-0.39993941169398717,0.9971792704468919,0.16811588459427512,68.85859459298642,0.0008104438846611581,10.653081780898628,0.9726655555097854,0.0033791198933833394,137.7171891859723,7.694202556563884,833.2257693482029
2fe156e5ce59814559b0a9f01de006df_L_CC.nii.gz,6767.484957123825,33044960.36667935,-33989.258138502926,3987.7830882812523,44.0805367726863,0.9781117256990048,4.729003039516599,3.7209961942562595,20.638718236881054,0.314168609585874,0.22457423884191546,0.9973586825420504,0.9654767368767054,-0.4193904045059697,0.9980393934871982,0.2020146261843768,76.03615601332183,0.0012762086838628084,10.640014803944698,0.9797318334896655,0.022637302302383686,152.07231202664366,7.751343600534724,1007.9659062634835
3b9d3e9aa2fcdefd74d4cbfb496694b4_R_CC.nii.gz,6277.041774692116,21574314.557393286,-30530.34164932232,3171.744170217511,109.61758413709872,0.9327788540651443,8.032801816533627,4.39543713499972,42.48636962160394,0.2137521683246367,0.1269623856169626,0.9934778378941187,0.943107540718023,-0.3999095534579948,0.9974740187404678,0.1187139848496519,74.23808174890642,0.0007554935775640691,10.650382431586905,0.9402235322505217,0.0042653320842750315,148.47616349781288,7.6393317000448135,820.3404385886515
4e6f6c5e70433a176643f635747a328d_L_CC.nii.gz,7315.2313177913165,28973856.392901905,-93844.10529181904,3130.1961233460206,221.70968854958778,0.8654419783134939,11.8338665700584,4.679153953691406,70.01996348099286,0.16664276604129252,0.09210325693126073,0.9869658117507649,0.9190263362964286,-0.6420832980106036,0.9998082804378466,0.08516139611560786,81.16385139875634,0.003270053165155654,8.32211193626061,0.9685425694580714,0.008368536854869765,162.32770279751273,6.6563813962100085,837.976452973902
4fc011ee4b49040648fdd2d3dcf883c3_R_CC.nii.gz,3450.6106032996518,16063744.855280438,20046.28190934568,2458.396756946646,193.98352758281422,0.8537025655174328,10.606382910407367,4.702516542046418,77.1040332159094,0.18626952491709253,0.10825453324479618,0.9886865177104325,0.9270988688131959,-0.5495047839375728,0.9993559029307225,0.0960367165423296,53.70618094327238,0.002441813028939205,8.784578344223164,0.897889041185432,0.006883742081826002,107.41236188654473,6.93365820817151,663.0950711323649
5babce4b963ba18124477ce11d284ac6_L_CC.nii.gz,3842.150330551312,31604031.722670283,135182.3496381996,4154.483945606618,54.67312307845341,0.9740596050309729,5.2529478403028715,3.811035989219928,25.03822084331684,0.2991903531606398,0.21043492829860688,0.9967177793833386,0.96195633143939,-0.479419733906866,0.99881048424814,0.2006837450699981,53.07648539641393,0.0015979635864713415,9.707129003641336,0.9829400401685371,0.008150699481296531,106.15297079282787,7.32410963106679,1052.2892671712689
5f97a8ee0bc7b1ffb941035bc5291db8_L_CC.nii.gz,5553.533160683894,16774719.660019793,-1280.909391554398,2818.941996273686,44.04071668637203,0.9692196419308793,4.97032181987548,3.752906821232772,18.022929058464424,0.2908790229314413,0.1993369752954165,0.9973429889905026,0.9636253250977891,-0.3480893762248693,0.9941533798455138,0.19824267225655023,69.71216532109626,0.0006759963040541425,10.959548355378478,0.9715033371430307,0.0026002948075607795,139.4243306421926,7.655165175045772,715.7456782400159
5fb086552ff0566a7ba0fba65d5c4823_L_CC.nii.gz,8627.520000099415,21052207.21756565,-100508.66269226714,2860.3028054512683,92.09145668606091,0.9373361141649594,7.054041949758506,4.218190705192505,38.47034258567216,0.24991041382226353,0.1652263048043775,0.9945148362523999,0.9498297353248719,-0.39006646924534005,0.9966040318418049,0.1631650700037542,89.08053122107229,0.0009092976344280537,10.520306601445954,0.9469213588989375,0.005564808561596954,178.16106244214467,7.4601237370044124,738.0985655343343
6adbb464cba25c728e2d6c29ee9ee1bc_L_CC.nii.gz,7120.104983258415,28800430.85380798,-39723.02719714938,4085.5520501016977,155.91127998431287,0.926057642111964,8.99043162123423,4.542041642422436,69.62828498509474,0.2132910460627869,0.13061552702583434,0.9909204502268583,0.9377623902780834,-0.5063978492077852,0.9993342437615765,0.13548113230722608,78.34111450721198,0.0013099914140428663,9.787607472347831,0.9364341583205937,0.006403554433994457,156.68222901442397,7.438417104096637,1060.3658325215033
6d75446a6406fc669f3464543b8f7893_L_CC.nii.gz,9345.019350864544,32581872.802210614,-170003.82459860118,3600.6589296785437,115.91995882273395,0.937409499299187,7.800575589963627,4.39347193443696,51.51184987903675,0.2502237301203918,0.16825661935205266,0.9931413666739558,0.9451753516862782,-0.4103906624308846,0.9972500398432197,0.13980282376472264,92.05249262121991,0.0023018197546403234,10.205179417637446,0.9499180238529237,0.036569550801535185,184.10498524243985,7.359430942623888,929.1447221253218
7bb82359496060cc5af7fd939e760ff5_L_CC.nii.gz,5092.063960140048,44539609.11646951,56596.6465481631,5174.296637095419,409.9949508958676,0.8516789181985382,15.776347158750466,4.61498530648856,140.08282655202046,0.14227017150264126,0.07552095108580159,0.9768102411441589,0.8966905932223507,-0.7707319373308252,0.9999233638838851,0.05411466106025645,62.452330474051855,0.007931584305084347,7.009115975390864,0.9976673438083448,0.014735160756514504,124.90466094810374,5.802309728161905,1396.0728969978222
7c49a0d284532fa3e537ac87991c9608_L_CC.nii.gz,8271.218671728859,24594367.595934547,-117764.74278040277,3066.9839306352596,287.02443281501513,0.823065384553532,13.192033283112975,4.645145772915218,89.79002763192348,0.16122601284001323,0.08959859590145505,0.9833149885818832,0.9114603564482806,-0.6727528413513244,0.9998656163318742,0.09943091424828229,87.04031302720294,0.003796346852657911,8.115953806810651,0.9433587279565471,0.01209679909092284,174.08062605440594,6.502441057982907,838.5020908625686
7f0eb50793a773fb4bddaeff7e3c7c14_L_CC.nii.gz,10345.20172205553,41575800.13632181,-222627.55785370996,3463.4588369284484,198.79337870599485,0.8906280110015873,9.785672957133581,4.666557975073303,98.35931810277026,0.2634483437851182,0.19412997844210045,0.9884800194501823,0.9335988012256501,-0.5077719094854931,0.9987424326427983,0.1456680747251334,97.61497001719567,0.0060816194547974635,8.855362601918989,0.9300074874350317,0.05830818316342347,195.22994003439138,6.876048371910111,915.5630539086104
8dd986e8174fc84c2a984e66a416ff9f_R_CC.nii.gz,6540.594568276369,18726124.107671976,-41160.86839475501,2791.368959019425,126.19219990147724,0.9131793281067411,8.5230949898075,4.4618082022855114,48.89919954960253,0.20821759934844436,0.12260386996238123,0.9925247023034521,0.9400917367725421,-0.2879220585178394,0.9872617105353383,0.11806584199140285,76.64350881377952,0.0005011701307404511,11.358264197212474,0.9158152685955014,0.002178573306234225,153.2870176275589,7.652719455093304,729.3902897302228
8e30fe5fbe424206c9f57ce26f80f6c2_R_CC.nii.gz,6922.190200834383,18536278.870740682,-4612.755784180437,2990.3788746906143,110.86053360173774,0.9282929666443581,7.843293536458241,4.380492846523055,46.96745389358338,0.22667981242879665,0.1409744187825829,0.9934169779914517,0.9446202962025811,-0.4430514609106747,0.9983955611249969,0.13949122378117562,78.75361011352084,0.0010684492145938023,10.141222654578137,0.9489055250439623,0.00516616912971329,157.50722022704173,7.462194368978587,775.309852073089
8f447c29a7aa0c5aa2b8e8a852b01560_L_CC.nii.gz,6480.283760415554,13257213.359864563,-30363.69909100164,2163.801899641315,273.03051254953436,0.7725707259387642,12.832655813634073,4.885453453841152,97.07904529176545,0.15530671901392923,0.08085121431750072,0.9841669749081555,0.9135372545428062,-0.5910693615257921,0.9997023890801938,0.08732162640876363,77.50475201698022,0.0022564827959051063,8.862795876830793,0.8963757390824056,0.006127801644105992,155.00950403396058,6.906872090570887,609.2081030477125
9a6f70ccba8034a3d658f88677e4b553_L_CC.nii.gz,6992.156432451609,18329980.452429175,-32596.555798201924,2807.7705802029313,228.76412847789751,0.848523153436219,11.50632953810808,4.7782666246165135,84.81671862699345,0.17568618781947284,0.0991343123442856,0.986712769874218,0.9217357365356718,-0.5573874320482336,0.9996148745172779,0.0991834204327719,79.66995335643047,0.0017282674567293743,9.287069235701985,0.8905479667842687,0.005271299833944798,159.33990671286094,7.151717841212016,759.1336771702074
9bb21300e3a92937024437cacc180158_R_CC.nii.gz,5186.027185838968,18298528.47951318,44705.13376049574,2643.1062867921455,132.83991332868612,0.9039383380668788,8.540608237324214,4.492655764993499,56.138621448148776,0.21227936386530027,0.12714353918272178,0.9921926976221109,0.9402178127703934,-0.3754155146664813,0.9960815297084836,0.12307588781568493,67.51543733688338,0.0007792706495674883,10.601026175390919,0.9219992948398469,0.0030332182942891402,135.0308746737669,7.497985946845607,693.9865500302083
9fe8e9aef78ad365197d8f6ee0fdb932_R_CC.nii.gz,7958.819225420682,11955660.200159004,-45489.47426864523,2364.3515536139707,71.03300190274497,0.9415001534900562,6.185317948445229,4.046602907791569,30.44298397577847,0.2652466880123615,0.17774553943376814,0.9957490400930458,0.9555379106195526,-0.4039444570392197,0.9968921074414787,0.17913301316045882,85.9384889097594,0.0010468850817978068,10.215167507680942,0.9515397250480101,0.004112895703805978,171.87697781951897,7.334493648960377,608.8461388791789
21fddc967eb5a31695a60d4bb075df7a_R_CC.nii.gz,9091.764441751533,30041160.537253063,-168412.90647194794,2970.1197834217915,382.8085559355939,0.7671484752864104,14.748070372391027,4.935559355079429,142.23733804526842,0.15191378036070197,0.07964493855907315,0.9783564016847442,0.9033664616916793,-0.5976659541389993,0.9994106293808022,0.06775766652369766,91.8896966162591,0.0044959259449662455,7.938141056633364,0.9387178851996014,0.012400502210284818,183.77939323251823,6.364319614526429,838.2320848393462
27d4dc70d6f73554e4ead70f01867167_R_CC.nii.gz,8790.621483671499,17029232.592854988,-68318.8749792064,2781.30952057923,103.24908162747644,0.9274141211839162,7.55085804371185,4.256021620913935,41.30438971689253,0.24197653433564223,0.1593587665056411,0.9938416886032828,0.9465460400404387,-0.47319962504045093,0.9987308139094679,0.16160091412247576,90.11410683556451,0.0014850667573866904,9.736282135175461,0.9413484959029853,0.009708273934808586,180.22821367112894,7.295275152263084,721.139650551677
27de4919323355abc9dc92603fdb5df2_L_CC.nii.gz,5143.619883188314,28727650.7385415,-46460.445236927655,3779.0712142930447,657.3759983375777,0.7027433019017278,20.089627546689304,4.845586467759853,231.17908041332768,0.11565907173026764,0.05584636212664268,0.964356190261178,0.8734648839760893,-0.734086988041399,0.9998197378987813,0.042081817374809996,66.04620605192416,0.008936284551668013,6.838363181652896,0.9794482717253296,0.014298157187323145,132.09241210384832,5.677601650809685,1109.1118031576557
46ab23ec866810a4212c33db471153a2_R_CC.nii.gz,5261.865456110478,11423648.27827145,-20047.003647353333,2133.5992126526126,126.20247157256314,0.8872405780994632,8.547871688308186,4.4569819485303945,49.15991174019502,0.2065917637732837,0.12068458268278542,0.9925075936713348,0.9399160963049006,-0.4142158124713453,0.997560081343823,0.11949169590005167,68.9914505135213,0.0009430706138587963,10.26698977013493,0.9065473180257109,0.0034594022489334002,137.98290102704243,7.343619012548401,564.9504210562939
55d4e23fef777c307e27b9661c0da578_L_CC.nii.gz,5041.618790136548,11842803.157092834,6632.853259903471,2316.6149504937935,72.20468762367236,0.9393294125538394,6.3119925857634795,4.047423473740032,29.40093081297253,0.2552859990132024,0.16617017706895842,0.9956775257897418,0.9546148153037344,-0.35638782707519856,0.9943037746333241,0.1692148797766519,66.9358636902047,0.000781602502931725,10.680928781087722,0.945966612992614,0.003103740407094252,133.87172738040928,7.462700139376215,597.204909529368
65b8c8d3af382a51b3c8465be1f6f06e_L_CC.nii.gz,6832.514930373108,17714376.70234871,-77600.85724502496,2566.842698845969,142.73024339993947,0.8938614997327812,8.891111648223644,4.491570970105983,57.32429403777726,0.21025474588981288,0.12657263079748596,0.99160457015758,0.9379885588577502,-0.4379492983346875,0.9981527149300347,0.1185715915307907,78.90650368092957,0.0010875632856049019,10.095150007637196,0.9242138948229762,0.004703659805169709,157.81300736185898,7.357533461894447,677.393235561478
100d1197bd368737356f1da7fc270ae4_R_CC.nii.gz,11260.99926484712,51154599.80389494,-283588.2434053412,3591.736871091314,112.67085388707935,0.9389502612898072,7.566758378341733,4.1121055848189245,51.68390903809178,0.3419979760948024,0.27797906837974606,0.9932930875640885,0.9468916612112818,-0.6727863494926878,0.9994733303938999,0.10538884675876639,101.93457452131834,0.03659590914547528,6.794798599902022,0.9955702923837937,0.17895348208434353,203.86914904263665,5.695089290284814,926.1019312445987
443af8de1a0d47fe93e88ee1e4dfac8e_R_CC.nii.gz,8636.913873841524,23246107.735470686,-108289.67658282178,2630.7306057899987,103.17756501487465,0.9242497106699468,7.735241992090131,4.339852903309297,40.71052003239895,0.22354835998199135,0.13754739840221425,0.9938508100521088,0.9451045511662228,-0.48682508290092813,0.9989680194679362,0.131213022902463,89.46931450563812,0.0015251581632507345,9.628986660431831,0.9648439024938964,0.010373726931263996,178.93862901127613,7.226139659236109,683.4770427012177
540ab71b28752c3e279be9bad638df79_L_CC.nii.gz,9649.602942533847,28690944.759818852,-149827.14351821708,3068.896207625366,135.3925412909556,0.9155402750370754,8.47445683601448,4.497110826575447,60.46615499733525,0.2311414279519249,0.15062956959653162,0.9920064723488949,0.9408875358980102,-0.4716211827212793,0.9987078134421105,0.15265406728706032,94.42555368835436,0.0015912071217934454,9.69787945625303,0.9498949412785163,0.01060589146984955,188.8511073767085,7.186514171929949,801.0721872290806
543d36c1e4f0957fddd46c3078f21c93_R_CC.nii.gz,6499.186015795535,10286293.12374123,-5037.040667543154,1948.3513239235344,77.86915212657641,0.9226357340173517,6.583807001472032,4.1075224365012915,31.250724000328077,0.25796664474024034,0.17236154446602994,0.9953329689402838,0.9528018981873414,-0.4277945406062671,0.9977392091042478,0.1682862885588062,77.66248331294463,0.0011882551820653069,10.026573103004415,0.9387857695074283,0.005819468384949482,155.32496662588923,7.287686538340719,506.5551190125287
775b952222e22629c94c0fa606118ab6_L_CC.nii.gz,7312.1540117620425,24249776.285443615,-124929.83584175965,2752.905159178242,39.326619613148125,0.9717406076824422,4.737351570797416,3.6861020494176775,15.673252553971599,0.298902675730222,0.20666802579947424,0.9976229096739805,0.9651971631106117,-0.35001804933737496,0.9937615709647125,0.1967914999307106,81.44773065323973,0.0008639396014172585,10.734928745561191,0.9785966798932118,0.0036410762724354874,162.89546130647898,7.546861615403234,698.0579446978466
833dc428ac55ef017ea9d238cc9a841b_L_CC.nii.gz,6855.431962927938,26156933.5286787,-53241.939835345096,3484.874542548248,104.54615755980534,0.9415770175842946,7.4275344648372865,4.29723471493172,46.00610988551377,0.2369411445081698,0.14980527570531132,0.9938305350470764,0.9474879591647954,-0.39438597053116264,0.9971359618883772,0.14224314070333322,77.5253078964736,0.0007861335288415802,10.680883331428177,0.946030010542329,0.004787129343630225,155.05061579294727,7.6660829700999535,897.3551750270119
866f5f71f7cecc04d6353c3758c292e3_L_CC.nii.gz,7589.223665901948,17988523.516055446,-67284.33400139536,2700.2291097051357,86.2393292945674,0.9378710918078359,7.128089849124397,4.1992692441641735,32.82722407155604,0.23113417171699668,0.14325357901852698,0.9948309507021963,0.9490037511024076,-0.47975420861552565,0.9989640768026539,0.14810524451496565,83.28045675412469,0.0012556326678133368,9.841439927461614,0.948851660342288,0.004137280508377292,166.56091350824934,7.335568939308914,696.6171097499266
917a4de3b1f921f1c9fa98b7a61d749d_L_CC.nii.gz,4185.846650523261,20793391.98038607,91985.40852256282,2867.898891595274,115.75033594620088,0.9224325350579414,8.209047208038372,4.389526838504555,43.00930530382006,0.21362482903138305,0.12791069964501742,0.9931153608245449,0.9420422034870514,-0.31285014742969885,0.9904604644799917,0.12401866117518077,59.14217061133655,0.0006149312428067157,11.069791685748331,0.9352029651379405,0.0025824430480949714,118.28434122267302,7.570619042872455,745.9123068853695
937f8b7c688c373cff168ea6529a4731_R_CC.nii.gz,7142.559841611876,11910345.749100814,-63981.388357112744,1905.489291179329,141.61206437064791,0.8605017764446861,9.123154366774708,4.558643075608623,54.57110756250379,0.2019953494299299,0.11971755956167711,0.9916121870649105,0.9361977154756805,-0.3369716180590399,0.9905879217374967,0.11140313166798137,81.86202259849134,0.0012491084673340533,9.942806628070798,0.8734219957246429,0.004257537475135327,163.72404519698267,7.18168525836463,511.77533888749406
1289de4c6d2a9439311af675dd610158_L_CC.nii.gz,5857.447976166868,27846918.58813335,21745.00004893827,3731.534004489825,78.6063522467824,0.9587585801495616,6.514765492972772,4.11615287695872,33.09285728892632,0.25895233946217255,0.17079651440115884,0.9953163780156149,0.9533423822379177,-0.3401340770147062,0.9938493727069807,0.15510561374384946,70.31493533016472,0.0006823486933498592,11.204500126749695,0.9616618046713736,0.011753887831508755,140.62987066032844,7.787457198534361,952.5350891841524
1661e2bdcd39e86c666fec4bdf182791_L_CC.nii.gz,9412.03812739467,22001464.858333316,-128395.78687162638,2376.5188303673153,272.6578955313745,0.7906627496386485,11.483890263626094,4.766309741042648,133.64519053411834,0.19014388489674752,0.11461306011344609,0.9849056682359307,0.9233755053424849,-0.5600309317113565,0.9994856181055014,0.12449846308626444,94.26352214996643,0.0023439824986018548,8.857930999862177,0.9115049980237593,0.008810307004592156,188.52704429993287,6.8116790077143055,662.2941814746725
1734a10c08f2565315493df00a2fd134_L_CC.nii.gz,7678.645359090973,16017343.52662342,-66377.52968146752,2519.629561285777,196.23373048452228,0.8532008433228987,10.602903442655467,4.692082103231405,76.39967695785391,0.18357901149716133,0.10419279391014707,0.9885347627873451,0.9272411641111988,-0.5175154724647824,0.9992753151843194,0.10140630625941532,84.24403662395903,0.0016679746009125762,9.389353203747874,0.8880127058888917,0.007397983061977776,168.48807324791812,7.165822705734644,678.9658229425747
1860e56f068c2e2ccb2017de6e6f8eb8_L_CC.nii.gz,6637.009048520618,16825283.606760748,-44310.62673874211,2510.669785136246,142.81557060078703,0.892437059181266,8.677321661820729,4.504240343755975,64.34832273118434,0.21042914093762174,0.12576498036635864,0.9917053281971178,0.9395530337929788,-0.4033795935291182,0.9973720814454176,0.12765443888859024,77.74935697735364,0.0008533197800651444,10.441262107798067,0.9050512853338537,0.0035566213919300525,155.49871395470743,7.46118815467252,663.3713389342583
5214f4386efcea56014510f1068da2a0_R_CC.nii.gz,4849.438865668413,12031173.160103517,-18966.125888543746,2192.1187741615777,242.34835558338662,0.7996754849827525,12.170138455123565,4.862022760848442,87.7021347380799,0.15609595068184298,0.08026169754575954,0.9858864161478187,0.9172764515399249,-0.5444923723120322,0.9995020460294631,0.08544267864708405,66.04153776860501,0.0017612916242876508,9.240952653350721,0.8520059706008396,0.0052880985115905275,132.0830755372101,7.082816526154135,608.6167824362412
7923de65390f4cfe6fb047515f9474f0_R_CC.nii.gz,5675.685539512843,10993256.542261494,-9987.613766132235,1985.4892326066079,262.6406009622228,0.764476115699262,12.485528437483136,4.703479490640467,99.88961158464348,0.1618011764403961,0.08507291192193256,0.9848777342376162,0.9156448211433467,-0.5205706070069099,0.9983630487297944,0.05142557602046278,72.42111628881898,0.003824047493103139,8.134163467222063,0.8856515361188788,0.010231122543076504,144.84223257763801,6.433770187984895,562.0324583922073
18249f2f393ec3a4e59d4f3e9e7c6d1d_R_CC.nii.gz,3328.3714743589453,12935401.383427028,60353.30664338266,1688.554871929153,99.88493261330169,0.8881817153025481,6.236885229382888,4.0761030892765255,59.07619124378839,0.3086357580273691,0.22765602200208596,0.9941786973417466,0.9564001100240237,-0.3378766260502525,0.991590623333176,0.22292750849934512,54.140478687922254,0.0012251044897735092,10.32995519773733,0.9398376140718757,0.004456369366481769,108.28095737584417,7.199031749442414,447.1099511356134
20457a9245229489ee5c67af773d4240_L_CC.nii.gz,7789.168227558749,11496521.0001771,-19664.779267243262,2165.559148599031,108.00987494680572,0.9049412390215957,7.794069057987169,4.3766716972685975,44.58164605254622,0.2261906872186153,0.14021574160018185,0.9935861469866006,0.9448623784240429,-0.3214298093736354,0.9912475524586684,0.13234480003677446,85.29214493124327,0.000744062177148131,10.75872274731317,0.9495841288792436,0.004288591322634833,170.58428986248668,7.418497108075229,568.3922558864585
