,Hist_10Percentile,Hist_90Percentile,Hist_Energy,Hist_Entropy,Hist_InterquartileRange,Hist_Kurtosis,Hist_Maximum,Hist_MeanAbsoluteDeviation,Hist_Mean,Hist_Median,Hist_Minimum,Hist_Range,Hist_RobustMeanAbsoluteDeviation,Hist_RootMeanSquared,Hist_Skewness,Hist_TotalEnergy,Hist_Uniformity,Hist_Variance
775b952222e22629c94c0fa606118ab6_L_CC.nii.gz,111.0,222.0,217207083.0,6.5247297719217805,58.0,3.130278334841968,252.0,34.87843733192298,175.03008982035928,185.0,45.0,207.0,24.48967537762054,180.32201859235482,-0.8391598967195341,217207083.0,0.013413845960773064,1880.4980466985196
833dc428ac55ef017ea9d238cc9a841b_L_CC.nii.gz,127.0,239.0,66235577.0,6.678451122197787,64.0,2.1024727277932063,254.0,33.597894008018386,185.09962100703845,186.0,86.0,168.0,26.199069767441863,189.37045133742518,-0.2220273564719944,66235577.0,0.011138799246880103,1599.2981427908526
866f5f71f7cecc04d6353c3758c292e3_L_CC.nii.gz,120.0,228.0,24400910.0,6.503635533260916,62.0,2.5316588843847083,247.0,33.021093063075575,177.67891156462585,184.0,57.0,190.0,24.24823091672754,182.20460204616876,-0.49120903795901605,24400910.0,0.012937202091721042,1628.721392012587
917a4de3b1f921f1c9fa98b7a61d749d_L_CC.nii.gz,93.0,197.0999999999999,63798859.0,6.565954842481254,54.0,2.505771171245474,235.0,31.48669456664863,137.53450479233226,131.0,56.0,179.0,23.01338018557227,142.7691214679436,0.5727749737710575,63798859.0,0.012516612397799302,1467.2820362563668
937f8b7c688c373cff168ea6529a4731_R_CC.nii.gz,117.0,163.0,22435447.0,6.037292334053744,24.0,3.0666729490681495,180.0,14.401504499497953,143.06302131603337,147.0,82.0,98.0,10.046715894283137,144.19713812412553,-0.7236007462896895,22435447.0,0.018108793626061957,325.7865751163204
1289de4c6d2a9439311af675dd610158_L_CC.nii.gz,111.0,234.0,168715567.0,6.754397469403558,74.0,2.0103544026153677,255.0,38.90054976266398,168.60936370209689,165.0,67.0,188.0,30.156291338672474,174.6370924621393,0.10448632390931269,168715567.0,0.01025310439909468,2068.9965356038015
1661e2bdcd39e86c666fec4bdf182791_L_CC.nii.gz,152.8,229.0,12351353.0,6.225983236481635,37.0,3.70679666385755,237.0,23.39225806451613,197.3774193548387,204.0,100.0,137.0,16.27810155620311,199.60729995054888,-1.096756874954092,12351353.0,0.015608740894901147,885.2285223725287
1734a10c08f2565315493df00a2fd134_L_CC.nii.gz,125.7,218.0,15041889.0,6.393429656533556,52.25,2.4817924879111497,235.0,28.997397545474467,175.91239316239316,182.0,75.0,160.0,21.888608941519,179.27852203077327,-0.5102681507450616,15041889.0,0.014217619986850755,1195.618393418073
1860e56f068c2e2ccb2017de6e6f8eb8_L_CC.nii.gz,134.0,215.0,38227560.0,6.569921497789217,45.0,2.5510436778800516,236.0,25.434217490073255,174.74135090609556,177.5,86.0,150.0,18.780420658059143,177.45120219317283,-0.3111318601813566,38227560.0,0.01241827227106058,954.3894433150858
5214f4386efcea56014510f1068da2a0_R_CC.nii.gz,109.0,171.0,8033134.0,6.385217285319182,36.0,2.4686981693356995,204.0,20.158737672583825,141.4205128205128,143.0,80.0,124.0,14.972980648302162,143.51926521265182,-0.15171187086299073,8033134.0,0.014095989480604866,598.018040762656
7923de65390f4cfe6fb047515f9474f0_R_CC.nii.gz,102.6,141.0,2935943.0,5.575807470880938,20.0,2.862092513580251,156.0,12.235512381148704,121.13197969543147,121.0,79.0,77.0,8.838856525597006,122.0789251238348,-0.20682712391550442,2935943.0,0.024453090777912342,230.30745445644055
18249f2f393ec3a4e59d4f3e9e7c6d1d_R_CC.nii.gz,77.0,161.0,47219228.0,6.222088612320696,45.0,4.533680039697271,250.0,28.282209967536517,117.131773004168,113.0,23.0,227.0,18.33513109509524,123.04153877006243,0.8977639372865949,47219228.0,0.01683000517775148,1419.3680158048371
20457a9245229489ee5c67af773d4240_L_CC.nii.gz,156.0,241.0,88957733.0,6.435190015196277,48.0,2.492499208591445,255.0,26.32200477321215,197.1308830121022,197.0,87.0,168.0,19.66595680804918,199.68344850176751,-0.19640214751570423,88957733.0,0.013331361739684945,1012.8945684269233
26571f2d2c8cc89e30059d05b4cabb1a_L_CC.nii.gz,177.0,250.0,99923545.0,5.985674443835548,47.0,4.861690713773356,255.0,26.340866894460014,213.87962529274006,220.0,65.0,190.0,19.804585869037652,216.3390792013675,-1.1269699435898146,99923545.0,0.019548618157287104,1058.1030743326626
28605b2b2337d1a4aae65900df2a36ae_R_CC.nii.gz,76.0,153.0,177542722.0,6.1083964997729225,41.0,4.942277834084114,255.0,24.955715578851375,116.44061365885847,117.0,26.0,229.0,16.825409508506084,121.01200959620786,0.5236565638339108,177542722.0,0.017759450051001633,1085.4899572611662
31937d26eec6ebdceb4c4d676fd06018_R_CC.nii.gz,140.0,233.0,171088032.0,6.498857167399712,47.75,2.5235318154380546,255.0,28.276238072694984,192.50827000447026,199.0,85.0,170.0,20.67198480236923,195.5518034255302,-0.5196460536705851,171088032.0,0.013460076987807566,1181.073802863173
66235fe8968ef266cf15b08cfaa4a40e_L_CC.nii.gz,113.5,184.5,3566093.0,6.058778778420345,45.25,2.4384275379283222,199.0,23.807843873146933,153.73287671232876,160.0,72.0,127.0,17.875445897740786,156.2859383327494,-0.5624162813195124,3566093.0,0.017357853255770307,791.4971382998685
68107a7fd1e370b88e161f37cff1c2d7_R_CC.nii.gz,115.0,228.0,95839206.0,6.498894647842997,53.0,2.600356501777241,253.0,32.45494737381497,171.49189889825016,171.0,42.0,211.0,23.18489073881374,176.2274847382987,-0.1783069225053418,95839206.0,0.01297394332861933,1646.6549894596421
81885e37a9a42bd351516b83bc3f6d66_L_CC.nii.gz,65.0,245.0,171257798.0,6.72958037954573,103.0,1.9731317660318286,255.0,54.90869780764478,164.7095715587967,177.0,17.0,238.0,43.17713496395447,176.7001270893719,-0.39752853362520657,171257798.0,0.011380503220434615,4093.691950317806
91489fc5a74d1452737d06d7113837f4_L_CC.nii.gz,168.0,235.0,26041342.0,6.4213745568357465,40.75,2.4463621806940226,247.0,21.81606019887127,205.0032786885246,210.0,127.0,120.0,16.898494406867847,206.6173385516422,-0.5791904387985816,26041342.0,0.013286750873421122,664.380317119054
91489fc5a74d1452737d06d7113837f4_R_CC.nii.gz,75.0,145.0,2719029.0,6.23925379762866,39.25,2.6742137854709083,157.0,21.475776627218938,111.16826923076923,114.0,40.0,117.0,15.79434829637642,114.33396174231132,-0.5623513441027598,2719029.0,0.015578772189349114,713.8707239275147
658602d790b802fb079fe5d2eba494dd_R_CC.nii.gz,52.0,112.0,4625881.0,6.28248326060768,36.0,1.9421389432401768,125.0,18.877628495658843,81.5115562403698,81.0,34.0,91.0,15.115813889154884,84.42574074936259,-0.00538246910034456,4625881.0,0.014066918169709949,483.5719003516136
792610d6c4044d3a4e2cfdbc5b494768_R_CC.nii.gz,104.0,190.60000000000002,11651957.0,6.602299408753707,49.0,2.159538006682013,217.0,26.233541950113377,145.6095238095238,145.0,82.0,135.0,19.595464852607712,148.9771922460744,0.0811753346438206,11651957.0,0.012201360544217688,992.0703854875283
944072b1af80b5038a0434d689012b12_R_CC.nii.gz,129.0,192.0,51027033.0,6.427480581921309,32.0,3.3208220401155413,214.0,19.263929385305858,161.9553101997897,165.0,78.0,136.0,13.403230934609153,163.7928358016214,-0.6584364038514532,51027033.0,0.013973337048499504,598.5705580268043
4141898a609bbcdf7fa4e9b49188514e_R_CC.nii.gz,193.0,248.0,50978729.0,6.1906405645961025,28.0,2.9420504725879217,255.0,16.657902690805383,223.04232283464566,226.0,151.0,104.0,12.112694734652367,223.99980886170135,-0.6898721804240451,50978729.0,0.015556218612437226,428.03659460443924
5683854eafabc34f6d854000d2ac6c2d_L_CC.nii.gz,116.0,205.0,36653172.0,6.438296001267892,43.0,2.7176609519250974,239.0,25.798370353475935,163.39137017411053,166.0,69.0,170.0,18.247038463157008,166.5729102933707,-0.3329797634519802,36653172.0,0.014158406593312134,1049.7945962301173
64072568aca98d15b344eddde9ddf8be_L_CC.nii.gz,145.0,244.3,12160795.0,6.364001678798931,61.5,2.524895815429893,253.0,31.684116208466854,195.01623376623377,199.0,93.0,160.0,23.9999344359029,198.70354966469685,-0.4444680605405911,12160795.0,0.014209816157868108,1451.7692169843142
94522717c9827bb41fe0814a514ae68b_R_CC.nii.gz,75.9,157.0,10806532.0,6.713885580510995,47.0,2.139402010939239,182.0,25.568224981738496,116.97297297297297,117.5,47.0,135.0,19.53374479203446,120.84461767750197,-0.06683007897808399,10806532.0,0.010613586559532508,920.745215485756
30531093985dd9b3d909c3866c46e443_L_CC.nii.gz,126.0,228.0,112331640.0,6.377550665261164,62.0,2.7434077423685,251.0,33.11698235294118,177.36058823529413,178.0,26.0,225.0,25.12834158064825,181.76555682267977,-0.37906471765167427,112331640.0,0.01358719723183391,1581.9393878892731
93514476602890f55d1758d1f3e1a9b5_L_CC.nii.gz,139.0,218.0,39879481.0,6.4240744833572245,41.0,2.6196329021139584,241.0,23.939594148793987,176.66532582461787,174.0,81.0,160.0,17.294076552817813,179.11798068767843,-0.05834804928656598,39879481.0,0.013811212459928454,872.6136569131464
93514476602890f55d1758d1f3e1a9b5_R_CC.nii.gz,167.0,215.0,398563145.0,6.017933567211523,22.0,4.0385000076312885,255.0,14.891012440659678,191.7563181945351,193.0,106.0,149.0,9.540038960659968,192.79262455598678,-0.29683805873803326,398563145.0,0.020540693550594024,398.5105156618782
a4e90efc3a2dc8260b51e7f0121ccde3_R_CC.nii.gz,80.0,150.0,13335419.0,6.589390683707451,41.0,2.1672251622568974,172.0,21.776203254972078,115.51945320715036,116.0,49.0,123.0,16.52712033833141,118.41673280318658,-0.08647719480480309,13335419.0,0.011615422804707206,677.7785385022793
a9e5db3e9452823f5753c401087c9544_L_CC.nii.gz,127.0,251.0,81979476.0,6.575742487731081,74.0,2.112918217922224,255.0,38.58885909763313,193.34807692307692,200.0,79.0,176.0,30.394908034768214,198.52760416472216,-0.41987241261880154,81979476.0,0.014765625000000001,2029.7307655325449
a4046f021f9de4265a5c01ae953b9f09_L_CC.nii.gz,148.0,205.0,37333387.0,6.45198722849628,30.5,3.0356336297845976,232.0,18.35259548770833,175.55079764903442,176.0,105.0,127.0,12.925798506880094,177.04872981413712,-0.16654029352793864,37333387.0,0.013437613898247491,528.1701735870976
aa8149ec929a0194c2b8871de84e8dc8_L_CC.nii.gz,155.0,237.40000000000003,20779852.0,6.4376685431175025,41.0,2.650568893807821,247.0,24.7262176894672,198.1818181818182,201.0,107.0,140.0,17.985437233074286,200.4822618855702,-0.5138361487711556,20779852.0,0.013913778718914733,917.1042729031121
afa8d58b60cf82ce642d5c917fb6c8af_R_CC.nii.gz,129.0,246.0,17565840.0,6.433194694688471,73.5,2.1635925697964966,254.0,38.10342321585263,197.00696055684455,210.0,87.0,167.0,30.451798280858117,201.8811761426569,-0.6020714780495008,17565840.0,0.014217193059899545,1944.2667728963559
b0edd960e3f8b68ebf6debae183a7caf_L_CC.nii.gz,184.0,238.0,30207884.0,6.15528909744245,26.0,3.875001376968533,248.0,16.602357396449705,214.51384615384615,218.0,130.0,118.0,11.370667089140852,215.57752130569574,-1.0216884113045672,30207884.0,0.01672899408284024,457.4775005917159
b4ed83d02fa675475155a5551f92fd1f_L_CC.nii.gz,148.0,253.0,105601425.0,6.285958778806837,67.0,2.133010383520705,255.0,33.61850985325819,203.3028826634186,208.0,77.0,178.0,27.032865218499886,207.06308652842895,-0.39565869590623276,105601425.0,0.01919649134432805,1543.0597034239095
b4ed83d02fa675475155a5551f92fd1f_R_CC.nii.gz,99.0,136.0,2663107.0,5.581478147137152,23.0,2.2458960065499256,146.0,11.971842447916666,116.890625,115.0,84.0,62.0,9.004287200832465,117.77244566677443,-0.021412908185949663,2663107.0,0.023817274305555556,206.93074544270837
b8acac150be7f949f78dc631a3851f8b_R_CC.nii.gz,85.0,239.0,82521019.0,6.758616845841856,95.0,1.8842442160043025,255.0,48.65614708000972,163.09448250991707,162.0,34.0,221.0,39.112927812858075,172.50725171208427,-0.10511618224224367,82521019.0,0.010088654324601676,3158.9416680787604
b365dbf9c6878c12650cac3bf8095e59_L_CC.nii.gz,152.0,246.4000000000001,46469608.0,6.67420110697581,52.0,2.245985091966942,255.0,28.499960094526564,198.32083696599827,198.0,112.0,143.0,21.55080812854443,201.28100653558715,-0.2070086954216434,46469608.0,0.011267025385201836,1182.8892170850156
baaa3be716640961a62abcf61bed245e_L_CC.nii.gz,28.0,108.0,11187733.0,6.29759109015181,41.0,3.2660126951572788,181.0,24.29564780623192,66.83938074504113,64.0,3.0,178.0,17.149443208423246,73.57000885024718,0.5161607483349777,11187733.0,0.015374410560214432,945.0433838448737
beb4eb26bfa74853d4b49172855eefe9_L_CC.nii.gz,143.0,235.0,46900892.0,6.391359921372039,52.0,2.868172492911051,253.0,29.473798237825285,193.5801652892562,200.0,69.0,184.0,21.77977676573785,196.87830700357782,-0.6433663527930898,46900892.0,0.01438562939689912,1287.787375179291
c79e16f69c355bad0291d281d674f53b_R_CC.nii.gz,137.0,233.0,192284872.0,6.486271012345455,48.0,3.058051497640975,255.0,29.41196568047337,188.70923076923077,193.0,66.0,189.0,20.490304835505665,192.2962818153279,-0.6537428103014671,192284872.0,0.01340717455621302,1366.686222485207
c58988888abc33489a6c845a77d7793e_L_CC.nii.gz,151.0,194.0,4636980.0,5.709523343223222,24.0,4.902725017422778,203.0,14.883164594813957,172.99346405228758,176.0,102.0,101.0,10.170401216207285,174.08922661534635,-1.1926663764225112,4636980.0,0.022256397112221795,380.32021871929595
cbefbe019b185313c639fe5f8fac024a_L_CC.nii.gz,77.0,191.0,17367185.0,6.579263602665175,71.0,2.2398685158025153,246.0,36.336514462758565,138.23337363966144,143.0,59.0,187.0,27.93743422684282,144.91453929858426,0.05293007121349126,17367185.0,0.012224953174964066,1891.7581123186762
cc608bc4a299b3346c04379958797c1e_L_CC.nii.gz,72.0,177.0,20140565.0,6.5504756018272765,46.0,2.846249995815692,212.0,29.34198717257605,128.86595174262735,133.0,34.0,178.0,19.924912632529402,134.15929936088838,-0.3914284233905542,20140565.0,0.01328024111915321,1392.2840864713082
cf399797f9211774fdb1470bf4ba5600_R_CC.nii.gz,138.0,227.79999999999995,67618550.0,6.526106904454362,46.0,3.016132589329407,252.0,27.452126506561395,185.342091434577,188.0,83.0,169.0,19.213662760658856,188.50094538471183,-0.5792099239501521,67618550.0,0.013135495051787854,1180.9155535870157
